randomtestadventurer.c:
Testing Adventurer...
Seed: 1635127377, test failed, incorrect number of cards in hand.
Seed: 798088482, test failed, incorrect number of cards in hand.
Seed: 1205943411, test failed, incorrect number of cards in hand.
Seed: 254292571, test failed, incorrect number of cards in hand.
Seed: 2827961, test failed, incorrect number of cards in hand.
Seed: 1317180950, test failed, incorrect number of cards in hand.
Seed: 1138910225, test failed, incorrect number of cards in hand.
Seed: 927024438, test failed, incorrect number of cards in hand.
Seed: 341375229, test failed, incorrect number of cards in hand.
Seed: 1580613476, test failed, incorrect number of cards in hand.
Seed: 2060023142, test failed, incorrect number of cards in hand.
Seed: 480263577, test failed, incorrect number of cards in hand.
Seed: 1349843258, test failed, incorrect number of cards in hand.
Seed: 816209008, test failed, incorrect number of cards in hand.
Seed: 1347685636, test failed, incorrect number of cards in hand.
Seed: 470176490, test failed, incorrect number of cards in hand.
Seed: 919731452, test failed, incorrect number of cards in hand.
Seed: 724018547, test failed, incorrect number of cards in hand.
Seed: 950988887, test failed, incorrect number of cards in hand.
Seed: 462851930, test failed, incorrect number of cards in hand.
Seed: 93648176, test failed, incorrect number of cards in hand.
Seed: 1079769198, test failed, incorrect number of cards in hand.
Seed: 557726999, test failed, incorrect number of cards in hand.
Seed: 542004951, test failed, incorrect number of cards in hand.
Seed: 772239157, test failed, incorrect number of cards in hand.
Seed: 1488501251, test failed, incorrect number of cards in hand.
Seed: 1566097712, test failed, incorrect number of cards in hand.
Seed: 1925118219, test failed, incorrect number of cards in hand.
Seed: 935067668, test failed, incorrect number of cards in hand.
Seed: 1241245911, test failed, incorrect number of cards in hand.
Seed: 1652151488, test failed, incorrect number of cards in hand.
Seed: 258624537, test failed, incorrect number of cards in hand.
Seed: 324921732, test failed, incorrect number of cards in hand.
Seed: 1002835241, test failed, incorrect number of cards in hand.
Seed: 863679758, test failed, incorrect number of cards in hand.
Seed: 2026067280, test failed, incorrect number of cards in hand.
Seed: 695080062, test failed, incorrect number of cards in hand.
Seed: 1454387773, test failed, incorrect number of cards in hand.
Seed: 89452071, test failed, incorrect number of cards in hand.
Seed: 1419730151, test failed, incorrect number of cards in hand.
Seed: 852905284, test failed, incorrect number of cards in hand.
Seed: 228805186, test failed, incorrect number of cards in hand.
Seed: 1528211035, test failed, incorrect number of cards in hand.
Seed: 1275370547, test failed, incorrect number of cards in hand.
Seed: 399358924, test failed, incorrect number of cards in hand.
Seed: 2055986885, test failed, incorrect number of cards in hand.
Seed: 1140686921, test failed, incorrect number of cards in hand.
Seed: 351449795, test failed, incorrect number of cards in hand.
Seed: 255250796, test failed, incorrect number of cards in hand.
Seed: 1708441610, test failed, incorrect number of cards in hand.
Seed: 1221183264, test failed, incorrect number of cards in hand.
Seed: 1775313491, test failed, incorrect number of cards in hand.
Seed: 343811443, test failed, incorrect number of cards in hand.
Seed: 1935189671, test failed, incorrect number of cards in hand.
Seed: 1800249720, test failed, incorrect number of cards in hand.
Seed: 1835903735, test failed, incorrect number of cards in hand.
Seed: 1983912911, test failed, incorrect number of cards in hand.
Seed: 37214758, test failed, incorrect number of cards in hand.
Seed: 2008366417, test failed, incorrect number of cards in hand.
Seed: 1267153526, test failed, incorrect number of cards in hand.
Seed: 1312868627, test failed, incorrect number of cards in hand.
Seed: 189367075, test failed, incorrect number of cards in hand.
Seed: 2127616442, test failed, incorrect number of cards in hand.
Seed: 106736036, test failed, incorrect number of cards in hand.
Seed: 1480329504, test failed, incorrect number of cards in hand.
Seed: 1340516974, test failed, incorrect number of cards in hand.
Seed: 1554060103, test failed, incorrect number of cards in hand.
Seed: 1462652586, test failed, incorrect number of cards in hand.
Seed: 1205266696, test failed, incorrect number of cards in hand.
Seed: 276170827, test failed, incorrect number of cards in hand.
Seed: 1914331779, test failed, incorrect number of cards in hand.
Seed: 1035941982, test failed, incorrect number of cards in hand.
Seed: 1311941378, test failed, incorrect number of cards in hand.
Seed: 545813645, test failed, incorrect number of cards in hand.
Seed: 1266853422, test failed, incorrect number of cards in hand.
Seed: 1408039936, test failed, incorrect number of cards in hand.
Seed: 12794765, test failed, incorrect number of cards in hand.
Seed: 1301652077, test failed, incorrect number of cards in hand.
Seed: 1786123731, test failed, incorrect number of cards in hand.
Seed: 2063749247, test failed, incorrect number of cards in hand.
Seed: 1623779374, test failed, incorrect number of cards in hand.
Seed: 837687051, test failed, incorrect number of cards in hand.
Seed: 1383106541, test failed, incorrect number of cards in hand.
Seed: 1453143877, test failed, incorrect number of cards in hand.
Seed: 689268024, test failed, incorrect number of cards in hand.
Seed: 1824825830, test failed, incorrect number of cards in hand.
Seed: 1982729565, test failed, incorrect number of cards in hand.
Seed: 2034025098, test failed, incorrect number of cards in hand.
Seed: 288760343, test failed, incorrect number of cards in hand.
Seed: 139956384, test failed, incorrect number of cards in hand.
Seed: 604502733, test failed, incorrect number of cards in hand.
Seed: 2134078059, test failed, incorrect number of cards in hand.
Seed: 1465578137, test failed, incorrect number of cards in hand.
Seed: 1764684848, test failed, incorrect number of cards in hand.
Seed: 997940973, test failed, incorrect number of cards in hand.
Seed: 833021549, test failed, incorrect number of cards in hand.
Seed: 1890980139, test failed, incorrect number of cards in hand.
Seed: 1862959432, test failed, incorrect number of cards in hand.
Seed: 159462615, test failed, incorrect number of cards in hand.
Seed: 392049231, test failed, incorrect number of cards in hand.
Seed: 137029054, test failed, incorrect number of cards in hand.
Seed: 2021304083, test failed, incorrect number of cards in hand.
Seed: 278178995, test failed, incorrect number of cards in hand.
Seed: 1367508842, test failed, incorrect number of cards in hand.
Seed: 1463157229, test failed, incorrect number of cards in hand.
Seed: 2106492558, test failed, incorrect number of cards in hand.
Seed: 467746670, test failed, incorrect number of cards in hand.
Seed: 1082944562, test failed, incorrect number of cards in hand.
Seed: 1425340283, test failed, incorrect number of cards in hand.
Seed: 2023506159, test failed, incorrect number of cards in hand.
Seed: 599835461, test failed, incorrect number of cards in hand.
Seed: 1680152748, test failed, incorrect number of cards in hand.
Seed: 1883454818, test failed, incorrect number of cards in hand.
Seed: 272998125, test failed, incorrect number of cards in hand.
Seed: 1137934092, test failed, incorrect number of cards in hand.
Seed: 403594314, test failed, incorrect number of cards in hand.
Seed: 1480011870, test failed, incorrect number of cards in hand.
Seed: 1631930175, test failed, incorrect number of cards in hand.
Seed: 1319971559, test failed, incorrect number of cards in hand.
Seed: 1758608080, test failed, incorrect number of cards in hand.
Seed: 794271298, test failed, incorrect number of cards in hand.
Seed: 93023378, test failed, incorrect number of cards in hand.
Seed: 1559490830, test failed, incorrect number of cards in hand.
Seed: 947050384, test failed, incorrect number of cards in hand.
Seed: 1294753263, test failed, incorrect number of cards in hand.
Seed: 530560242, test failed, incorrect number of cards in hand.
Seed: 1281749724, test failed, incorrect number of cards in hand.
Seed: 622723319, test failed, incorrect number of cards in hand.
Seed: 1673983312, test failed, incorrect number of cards in hand.
Seed: 131681072, test failed, incorrect number of cards in hand.
Seed: 1733183809, test failed, incorrect number of cards in hand.
Seed: 1090326661, test failed, incorrect number of cards in hand.
Seed: 843926616, test failed, incorrect number of cards in hand.
Seed: 1246776054, test failed, incorrect number of cards in hand.
Seed: 1327795165, test failed, incorrect number of cards in hand.
Seed: 1659301550, test failed, incorrect number of cards in hand.
Seed: 1400828251, test failed, incorrect number of cards in hand.
Seed: 20977041, test failed, incorrect number of cards in hand.
Seed: 1293980155, test failed, incorrect number of cards in hand.
Seed: 787195289, test failed, incorrect number of cards in hand.
Seed: 1739133523, test failed, incorrect number of cards in hand.
Seed: 1894357891, test failed, incorrect number of cards in hand.
Seed: 2103998082, test failed, incorrect number of cards in hand.
Seed: 383055664, test failed, incorrect number of cards in hand.
Seed: 7729125, test failed, incorrect number of cards in hand.
Seed: 170166732, test failed, incorrect number of cards in hand.
Seed: 617342193, test failed, incorrect number of cards in hand.
Seed: 678926284, test failed, incorrect number of cards in hand.
Seed: 1122344085, test failed, incorrect number of cards in hand.
Seed: 188019737, test failed, incorrect number of cards in hand.
Seed: 751990071, test failed, incorrect number of cards in hand.
Seed: 442612580, test failed, incorrect number of cards in hand.
Seed: 1918634278, test failed, incorrect number of cards in hand.
Seed: 454233632, test failed, incorrect number of cards in hand.
Seed: 497884803, test failed, incorrect number of cards in hand.
Seed: 948076091, test failed, incorrect number of cards in hand.
Seed: 1259981782, test failed, incorrect number of cards in hand.
Seed: 1789764077, test failed, incorrect number of cards in hand.
Seed: 1203402900, test failed, incorrect number of cards in hand.
Seed: 607380757, test failed, incorrect number of cards in hand.
Seed: 935966547, test failed, incorrect number of cards in hand.
Seed: 1337131670, test failed, incorrect number of cards in hand.
Seed: 650257005, test failed, incorrect number of cards in hand.
Seed: 732745609, test failed, incorrect number of cards in hand.
Seed: 670018776, test failed, incorrect number of cards in hand.
